Customer ID,MeanProdSale,TotalSale,MeanSpentSession,MeanProdSession,TotalProdRet,MinProdSpent,MaxProdSpent,MeanTimeGap,Nsessions,DistinctProd
13313.0,2.132307692307692,1555.3199999999993,311.064,170.2,0,5.04,59.4,57.5,5.0,47
18097.0,3.0840594059405944,2510.33,418.3883333333333,238.16666666666663,1,5.04,108.48,40.0,5.0,65
16656.0,2.254057971014493,8139.480000000001,406.9740000000001,423.85,21,10.08,504.0,16.57894736842105,14.0,14
16875.0,3.585267857142857,2024.31,224.9233333333333,116.22222222222224,23,6.959999999999999,39.8,36.375,5.0,93
13094.0,1.26,1485.18,99.012,90.0,174,53.1,152.64,22.571428571428573,11.0,4
17315.0,2.7183972911963883,6105.359999999998,156.54769230769233,97.07692307692308,16,0.12,175.2,8.763157894736842,35.0,239
14606.0,2.729923045767517,10513.69000000002,92.22535087719298,49.18421052631579,131,0.12,139.29999999999998,2.982300884955752,82.0,777
15379.0,2.420526315789474,2140.4299999999994,305.7757142857144,217.8571428571429,12,4.5600000000000005,40.56,37.66666666666666,6.0,99
16255.0,2.63327868852459,2235.05,248.3388888888889,176.33333333333334,7,0.19,40.32,29.5,7.0,141
13319.0,3.244087591240876,9191.88,316.96137931034485,140.58620689655172,23,8.5,153.0,10.0,22.0,191
16282.0,2.731818181818182,168.3,168.3,114.0,0,4.95,34.0,0.0,1.0,11
13963.0,3.2617857142857143,513.2400000000001,171.08,135.33333333333334,0,5.04,60.0,34.5,3.0,28
12957.0,2.817563025210084,3979.040000000002,331.5866666666667,210.91666666666663,18,2.88,76.5,24.09090909090909,8.0,208
14462.0,2.886150627615063,1970.9700000000005,140.78357142857143,66.78571428571429,27,0.24,39.6,19.666666666666668,11.0,149
17841.0,2.485738312806251,37872.82000000019,235.2349068322981,135.43478260869566,195,0.29,349.5,2.106918238993711,118.0,1297
17188.0,2.593076923076923,1942.8900000000008,277.55571428571426,164.0,6,5.04,175.2,50.66666666666666,6.0,67
15039.0,3.138428262436914,18468.679999999986,369.3736000000001,174.0,18,0.42,249.00000000000003,6.775510204081633,45.0,385
17428.0,3.561907894736842,16192.699999999995,522.3451612903225,292.3225806451613,37,2.34,302.40000000000003,11.275862068965518,26.0,244
14210.0,3.6985057471264366,1595.9400000000005,265.99,111.0,1,6.6000000000000005,51.0,41.0,5.0,60
14180.0,9.698638743455495,3744.52,138.68592592592597,20.85185185185185,9,7.5,165.0,12.73076923076923,21.0,98
16029.0,3.1956744186046517,44889.29,680.1407575757573,366.5757575757576,8004,30.6,2256.0,4.887096774193548,56.0,42
17975.0,3.050561797752809,3768.8200000000015,314.0683333333333,113.33333333333331,16,0.42,98.1,26.818181818181817,11.0,178
13397.0,4.0,1539.1799999999998,256.53000000000003,71.5,1,8.5,162.72,44.4,5.0,28
13680.0,2.205230769230769,2202.3099999999995,440.4619999999999,253.4,669,0.79,306.0,53.25,4.0,164
12483.0,2.262647058823529,1873.1300000000008,170.28454545454545,98.54545454545456,10,6.959999999999999,85.92,28.6,8.0,45
15164.0,2.9453398058252427,843.0499999999997,281.0166666666666,120.0,0,1.25,29.700000000000003,47.0,3.0,79
17457.0,3.221052631578947,1737.6999999999998,347.54,165.2,0,6.72,367.2,33.75,5.0,14
14732.0,3.386326530612245,2686.34,268.634,140.2,3,4.5600000000000005,120.0,37.77777777777778,8.0,105
16814.0,3.2762012987012987,6217.410000000001,296.0671428571428,126.42857142857144,1,0.55,135.0,16.5,20.0,115
16725.0,3.9372368421052633,447.87,89.57400000000001,31.6,1,0.85,30.0,62.0,4.0,51
14221.0,3.2711398963730574,3427.849999999999,342.785,219.0,1,3.9,131.39999999999998,29.33333333333333,9.0,123
14553.0,3.723628318584071,859.27,171.85399999999998,98.6,0,0.42,165.0,58.25,5.0,103
13253.0,1.1419444444444444,1030.4,515.2,786.0,0,4.5600000000000005,180.0,67.0,2.0,35
15373.0,4.696379310344828,1676.01,152.36454545454546,37.27272727272727,24,0.42,102.0,31.3,10.0,72
16241.0,2.1834722222222225,2330.2200000000034,194.18500000000003,113.0,0,0.29,34.0,23.0,12.0,340
15808.0,3.80686274509804,1485.1200000000003,742.56,284.5,0,0.95,59.400000000000006,62.0,2.0,86
13126.0,2.069685039370079,1832.8500000000004,229.10625,251.25,13,2.34,47.7,42.0,6.0,117
15498.0,3.6318275154004103,12046.009999999997,401.5336666666668,187.4333333333333,15,0.29,141.6,11.0,25.0,346
15235.0,3.1602,1552.8700000000003,172.5411111111111,103.55555555555556,0,5.04,35.400000000000006,23.428571428571427,9.0,96
17675.0,3.5467053701015963,19162.07999999996,504.2652631578948,208.6315789473684,44,4.68,118.8,9.16216216216216,29.0,239
16145.0,2.234830917874396,3453.3499999999963,215.834375,175.9375,38,2.88,70.2,22.133333333333333,10.0,123
13694.0,2.058473282442748,59866.94000000002,1088.4898181818182,1057.3454545454545,1296,2.32,622.5,5.814814814814815,48.0,340
13798.0,2.0994193548387097,32623.819999999945,552.9461016949153,359.2542372881356,172,0.39,424.5,5.517241379310345,55.0,102
12578.0,2.713392857142857,2372.61,593.1525,291.5,16,5.04,83.4,103.0,2.0,110
12782.0,2.5394805194805192,1501.82,300.364,173.2,16,4.68,59.400000000000006,42.0,4.0,68
15002.0,2.358214285714286,1010.1099999999996,336.70333333333343,194.33333333333331,0,0.85,40.56,90.5,3.0,68
14189.0,2.15390625,4293.069999999999,186.6552173913043,159.34782608695653,18,2.88,70.80000000000001,14.681818181818182,14.0,172
12921.0,2.33370802919708,15706.19000000001,334.1742553191489,193.08510638297872,71,6.8,178.20000000000002,7.355555555555555,35.0,227
12494.0,2.5564705882352943,964.6000000000006,107.1777777777778,75.22222222222223,10,4.68,39.8,40.875,5.0,60
12395.0,3.139565217391304,2072.359999999999,159.4123076923077,103.3846153846154,5,5.04,76.5,24.166666666666668,10.0,74
15841.0,1.416808510638298,1209.1000000000004,201.51666666666665,154.33333333333334,16,9.36,187.5,46.8,4.0,36
12683.0,2.1520071684587814,6458.109999999999,379.8888235294117,248.58823529411765,50,4.68,175.2,21.0,12.0,161
15311.0,2.464763851044505,56824.11000000013,541.1819999999998,348.3904761904762,442,0.21,408.0,3.2884615384615383,82.0,542
12471.0,2.45413698630137,13378.209999999975,334.4552499999999,160.075,187,5.04,876.0,8.487179487179487,24.0,129
16112.0,0.5575,195.74,48.935,143.5,0,4.5600000000000005,51.84,51.0,4.0,15
15769.0,2.046899224806201,51731.92,1847.5685714285717,986.5714285714286,2012,40.68,1980.0,10.0,25.0,25
16719.0,3.68063694267516,1343.190000000001,191.8842857142857,150.85714285714286,2,0.42,35.8,45.66666666666666,6.0,85
13089.0,2.7205600461893766,51552.67000000012,477.339537037037,262.2962962962963,211,4.5600000000000005,788.4,3.1941747572815533,89.0,623
14911.0,4.04770388259335,125815.48999999971,551.8223245614038,324.5701754385965,2939,1.45,540.0,1.5,186.0,1752
18109.0,4.919101654846336,7372.569999999997,254.22655172413795,142.06896551724137,18,0.55,240.9,11.5,24.0,116
13629.0,2.3242372881355933,7792.36,708.3963636363637,397.45454545454544,0,6.959999999999999,358.0,31.1,11.0,28
16600.0,1.4333870967741935,813.5200000000001,135.58666666666667,190.83333333333331,0,2.88,30.0,47.4,6.0,50
13715.0,2.1165,577.7100000000002,192.57000000000008,110.0,4,1.1,35.400000000000006,45.0,2.0,57
14527.0,5.830434782608696,6962.4899999999625,90.421948051948,24.272727272727277,4,0.39,87.6,4.355263157894737,51.0,307
13767.0,3.754501607717042,14508.45,322.41,138.46666666666667,63,10.08,532.8000000000001,7.302325581395348,31.0,48
